A site #1,A site #2,A site #3,B site #1,B site #2,B site #3,Number of elements,energy_above_hull (meV/atom),formation_energy (eV/atom),num_of_atoms_host_Asite0,host_Asite0_Heat of Vaporization,host_Bsite0_at. wt.,host_Bsite0_Ionization Energy (kJ/mol),shannon_radii_AB_avg,Density_AB_avg,BCCefflatcnt_AB_avg,BCCvolume_padiff_AB_avg,GSenergy_pa_AB_avg,covalent radius_AB_avg,Ionization Energy (kJ/mol)_AB_avg,Electron Affinity (kJ/mol)_AB_avg,MendeleevNumber_AB_avg,thermal conductivity_AB_avg,at. wt._AB_diff,specific heat capacity_AB_diff,electrical conductivity_AB_diff,BCCefflatcnt_AB_ratio,Ionization Energy (kJ/mol)_AB_ratio,Heat of Vaporization_AB_ratio,Asite_At. Radius   (angstroms)_weighted_avg,Bsite_ BP (K)_weighted_avg,Bsite_At. Radius   (angstroms)_weighted_avg,Bsite_Second Ionization Potential  (V)_weighted_avg,Bsite_electrical conductivity_weighted_avg,Asite_Ionic Radius (angstroms)_max,Asite_BCCenergy_pa_max,Asite_Atomic Radius (Å)_max,Asite_At. Radius   (angstroms)_max,Bsite_ BP (K)_max,Bsite_At. Radius   (angstroms)_max,Bsite_First Ionization Potential (V)_max,Bsite_Third Ionization Potential  (V)_max,Asite_shannon_radii_min,Asite_BCCenergy_pa_min,Asite_At. Radius   (angstroms)_min,Bsite_MendeleevNumber_min,Bsite_n_ws^third_min,Asite_shannon_radii_range,Asite_IsPnictide_weighted_avg,Asite_IsRareEarth_weighted_avg,Asite_NfUnfilled_weighted_avg,Asite_NfValence_weighted_avg,Bsite_At. #_weighted_avg,Bsite_IsMetal_weighted_avg,Bsite_NdUnfilled_weighted_avg,Bsite_NpUnfilled_weighted_avg,host_Asite0_IsBCC,host_Asite0_OrbitalD,host_Bsite0_IsHexagonal
Ba,Sn,Pr,Ni,,,5,263.8395748,-1.047629357,4,332.63,58.6934,736.7,0.8925,7.2725,7.169665798,-0.4446875,-4.574845642,1.446875,637.68125,65.8125,41.4375,56.0875,39.048975,-0.12125,-5.85625,1.612896095,0.731182978,0.675990066,2.585,3005,1.62,18.168,14.6,1.42,-1.92352226,2.22,2.76,3005,1.62,7.635,35.17,0.81,-4.64853984,1.72,61,1.75,0.8,0,0.5,5.5,1.5,28,1,2,0,0,0,0
Ba,Sn,La,Fe,,,5,285.9481644,-1.230692994,4,290.37,55.847,759.3,0.906375,6.822,7.03941279,-1.97796875,-5.801636013,1.386875,684.725,35.625,50,61.04375,36.18496875,-0.117375,-2.78125,1.533143894,0.803569077,0.708744635,2.2375,3023,1.72,16.18,11.2,1.42,-1.92352226,2.22,2.76,3023,1.72,7.87,30.651,0.81,-4.79586452,1.72,55,1.77,0.8,0,0.125,0,0,26,1,4,0,0,0,0
Ba,Sr,La,Mn,Fe,,6,0,-2.224516947,3,140.2,55.847,759.3,1.0579375,5.828,7.490108453,-0.174536638,-5.480815983,1.470625,641.61875,-24.5,32.125,41.375625,31.674625,-0.1081875,-3.23125,1.697647986,0.701765437,0.611512842,2.63875,2924.5,1.72875,16.1125,9.8625,1.42,-1.67793991,2.22,2.76,3023,1.79,7.87,33.667,1.36,-4.79586452,2.45,52,1.61,0.25,0,0.25,0,0,25.875,1,4.125,0,1,0,0
Ba,Ba,,Mn,Fe,,5,271.9065975,-0.931270106,4,140.2,55.847,759.3,1.120125,5.67775,7.803041782,0.002801724,-5.196388421,1.575,625.8625,-17,31.625,40.2525,40.855125,-0.126375,-2.8625,1.812776151,0.671585484,0.442187599,2.76,2826,1.7375,16.045,8.525,1.42,-1.92352226,2.22,2.76,3023,1.79,7.87,33.667,1.61,-1.92352226,2.76,52,1.61,0,0,0,0,0,25.75,1,4.25,0,1,0,0
Ba,Bi,,Fe,,,4,187.3910463,-1.093093684,4,140.2,55.847,759.3,1.012,7.272,7.248847461,-0.76,-5.617046345,1.445,681.2,26.5,51.25,46.6675,58.6541,-0.143,-4.675,1.608509293,0.794284209,0.456652361,2.195,3023,1.72,16.18,11.2,1.42,-1.92352226,2.22,2.76,3023,1.72,7.87,30.651,1.17,-3.89538374,1.63,55,1.77,0.44,0.5,0,0,7,26,1,4,0,1,0,0
Ba,Bi,,Zr,Fe,,5,138.8928547,-2.19333335,4,140.2,91.224,660,1.049625,6.67525,7.941055683,-0.9546875,-5.731003805,1.5675,637.75625,37.875,46.4375,21.51125,43.1766625,-0.0681875,-0.78125,1.287742614,0.896919674,0.28480928,2.195,4474.625,2.105,13.51125,3.4125,1.42,-1.92352226,2.22,2.76,4682,2.16,7.87,30.651,1.17,-3.89538374,1.63,44,1.41,0.44,0.5,0,0,7,38.25,1,7.5,0,1,0,1
Ba,Ca,,Co,Ni,,5,296.0959131,-0.941303789,4,140.2,58.9332,758,0.99,5.735,7.35901464,-0.18625,-4.124641385,1.5075,646.85,-6.75,33.75,102.275,14.94535,-0.0035,0.4,1.677167361,0.731049709,0.392741076,2.495,3074,1.645,17.614,16.25,1.42,-1.92352226,2.22,2.76,3143,1.67,7.86,35.17,1.34,-1.92725921,2.23,58,1.75,0.27,0,0,0,0,27.5,1,2.5,0,1,0,1
Ba,Ca,,Co,Ni,,5,247.6849749,-1.03976982,4,140.2,58.9332,758,0.99625,5.735,7.361440986,-0.163125,-4.316399457,1.50875,649.5125,-11.875,33.375,103.4375,14.915375,-0.000625,-0.0125,1.675688246,0.725877703,0.393842661,2.495,3108.5,1.6575,17.337,17.075,1.42,-1.92352226,2.22,2.76,3143,1.67,7.86,35.17,1.34,-1.92725921,2.23,58,1.75,0.27,0,0,0,0,27.25,1,2.75,0,1,0,1
Ba,Ca,,Co,Ni,,5,212.7566308,-1.099725711,4,140.2,58.9332,758,0.999375,5.735,7.362654159,-0.1515625,-4.412278493,1.509375,650.84375,-14.4375,33.1875,104.01875,14.9003875,0.0008125,-0.21875,1.674949667,0.723319046,0.394395773,2.495,3125.75,1.66375,17.1985,17.4875,1.42,-1.92352226,2.22,2.76,3143,1.67,7.86,35.17,1.34,-1.92725921,2.23,58,1.75,0.27,0,0,0,0,27.125,1,2.875,0,1,0,1
Ba,Ca,,Fe,Co,,5,187.8944086,-1.181993887,4,140.2,58.9332,758,1.009,5.670875,7.367025374,-0.1521875,-4.58347598,1.510625,652.25625,-19.875,32.8125,103.3625,15.0782875,0.0005,-0.00625,1.672293863,0.720623877,0.39812327,2.495,3128,1.67625,16.95,17.0625,1.42,-1.92352226,2.22,2.76,3143,1.72,7.87,33.5,1.34,-1.92725921,2.23,55,1.75,0.27,0,0,0,0,26.875,1,3.125,0,1,0,1
Ba,Ca,,Fe,Ni,,5,332.2121369,-0.817964403,4,140.2,58.6934,736.7,0.987125,5.670875,7.358533164,-0.233125,-3.912322728,1.50625,642.9375,-1.9375,34.125,99.29375,15.1832,-0.0095625,1.4375,1.677461182,0.738785031,0.39421123,2.495,3007.25,1.6325,17.9195,14.175,1.42,-1.92352226,2.22,2.76,3023,1.72,7.87,35.17,1.34,-1.92725921,2.23,55,1.75,0.27,0,0,0,0,27.75,1,2.25,0,1,0,0
Ba,Ca,,Fe,Co,,5,205.5640304,-1.196702672,4,140.2,58.9332,758,1.0155,5.60675,7.370183416,-0.164375,-4.658794431,1.51125,652.3375,-22.75,32.625,102.125,15.271175,-0.00125,0.4125,1.670380377,0.720469456,0.401347489,2.495,3113,1.6825,16.84,16.225,1.42,-1.92352226,2.22,2.76,3143,1.72,7.87,33.5,1.34,-1.92725921,2.23,55,1.75,0.27,0,0,0,0,26.75,1,3.25,0,1,0,1
Ba,Ca,,Fe,Ni,,5,317.3568714,-0.902576579,4,140.2,58.6934,736.7,0.99675,5.60675,7.362904379,-0.23375,-4.083520215,1.5075,644.35,-7.375,33.75,98.6375,15.3611,-0.009875,1.65,1.674797414,0.735973597,0.397935223,2.495,3009.5,1.645,17.671,13.75,1.42,-1.92352226,2.22,2.76,3023,1.72,7.87,35.17,1.34,-1.92725921,2.23,55,1.75,0.27,0,0,0,0,27.5,1,2.5,0,1,0,0
Ba,Ca,,Fe,,,4,163.1857492,-1.413634135,4,140.2,55.847,759.3,1.0545,5.222,7.38913167,-0.2375,-5.110705136,1.515,652.825,-40,31.5,94.7,16.4285,-0.01175,2.925,1.658990789,0.719544317,0.421845494,2.495,3023,1.72,16.18,11.2,1.42,-1.92352226,2.22,2.76,3023,1.72,7.87,30.651,1.34,-1.92725921,2.23,55,1.77,0.27,0,0,0,0,26,1,4,0,1,0,0
Ba,Ca,,Mn,Co,,5,180.6609581,-1.206799362,4,140.2,58.9332,758,1.0080625,5.64375,7.36463492,-0.150786638,-4.629418535,1.510625,649.6375,-21.375,32.625,98.83875,15.1351,-0.0014375,0.6625,1.673745179,0.725636684,0.416359554,2.495,3029.5,1.685,16.8825,15.725,1.42,-1.92352226,2.22,2.76,3143,1.79,7.86,33.667,1.34,-1.92725921,2.23,52,1.61,0.27,0,0,0,0,26.75,1,3.25,0,1,0,1
Ba,Ca,,Mn,Ni,,5,349.6054051,-0.823979378,4,140.2,58.6934,736.7,0.9861875,5.64375,7.35614271,-0.231724138,-3.958265284,1.50625,640.31875,-3.4375,33.9375,94.77,15.2400125,-0.0115,2.10625,1.678921484,0.744054611,0.412082844,2.495,2908.75,1.64125,17.852,12.8375,1.42,-1.92352226,2.22,2.76,3005,1.79,7.635,35.17,1.34,-1.92725921,2.23,52,1.61,0.27,0,0,0,0,27.625,1,2.375,0,1,0,0
Ba,Ca,,Mn,Co,,5,197.1241296,-1.240286623,4,140.2,58.9332,758,1.013625,5.5525,7.365402508,-0.161573276,-4.750679542,1.51125,647.1,-25.75,32.25,93.0775,15.3848,-0.005125,1.75,1.673278879,0.730560941,0.440222746,2.495,2916,1.7,16.705,13.55,1.42,-1.92352226,2.22,2.76,3143,1.79,7.86,33.667,1.34,-1.92725921,2.23,52,1.61,0.27,0,0,0,0,26.5,1,3.5,0,1,0,1
Ba,Ca,,Mn,Ni,,5,346.0879077,-0.920662029,4,140.2,58.6934,736.7,0.994875,5.5525,7.358123471,-0.230948276,-4.175405326,1.5075,639.1125,-10.375,33.375,89.59,15.474725,-0.01375,2.9875,1.677711279,0.746507259,0.436120807,2.495,2812.5,1.6625,17.536,11.075,1.42,-1.92352226,2.22,2.76,3005,1.79,7.635,35.17,1.34,-1.92725921,2.23,52,1.61,0.27,0,0,0,0,27.25,1,2.75,0,1,0,0
Ba,Ca,,Mn,Co,,5,195.6727542,-1.340436893,4,140.2,54.938,717.4,1.02475,5.37,7.366937685,-0.183146552,-4.993201555,1.5125,642.025,-34.5,31.5,81.555,15.8842,-0.0125,3.925,1.672347057,0.740612715,0.497217726,2.495,2689,1.73,16.35,9.2,1.42,-1.92352226,2.22,2.76,3143,1.79,7.86,33.667,1.34,-1.92725921,2.23,52,1.61,0.27,0,0,0,0,26,1,4,0,1,0,0
Ba,Ca,,Mn,Ni,,5,313.7228806,-1.122276581,4,140.2,54.938,717.4,1.01225,5.37,7.362084993,-0.229396552,-4.609685411,1.51,636.7,-24.25,32.25,79.23,15.94415,-0.01825,4.75,1.675296094,0.751461385,0.493721117,2.495,2620,1.705,16.904,7.55,1.42,-1.92352226,2.22,2.76,3005,1.79,7.635,35.17,1.34,-1.92725921,2.23,52,1.61,0.27,0,0,0,0,26.5,1,3.5,0,1,0,0
Ba,Ca,,Mn,Co,,5,198.5926738,-1.432124414,4,140.2,54.938,717.4,1.035875,5.1875,7.368472862,-0.204719828,-5.235723568,1.51375,636.95,-43.25,30.75,70.0325,16.3836,-0.019875,6.1,1.671416274,0.750944952,0.571165692,2.495,2462,1.76,15.995,4.85,1.42,-1.92352226,2.22,2.76,3143,1.79,7.86,33.667,1.34,-1.92725921,2.23,52,1.61,0.27,0,0,0,0,25.5,1,4.5,0,1,0,0
Ba,Ca,,Mn,Fe,,5,192.0104175,-1.503463485,4,140.2,54.938,717.4,1.048875,5.05925,7.374788946,-0.229094828,-5.38636047,1.515,637.1125,-49,30.375,67.5575,16.769375,-0.023375,6.9375,1.667597681,0.750609651,0.584641922,2.495,2432,1.7725,15.775,3.175,1.42,-1.92352226,2.22,2.76,3023,1.79,7.87,33.667,1.34,-1.92725921,2.23,52,1.61,0.27,0,0,0,0,25.25,1,4.75,0,1,0,0
Ba,Ca,,Mn,Ni,,5,234.968862,-1.345693133,4,140.2,54.938,717.4,1.029625,5.1875,7.366046516,-0.227844828,-5.043965496,1.5125,634.2875,-38.125,31.125,68.87,16.413575,-0.02275,6.5125,1.672887853,0.756481706,0.568851763,2.495,2427.5,1.7475,16.272,4.025,1.42,-1.92352226,2.22,2.76,3005,1.79,7.635,35.17,1.34,-1.92725921,2.23,52,1.61,0.27,0,0,0,0,25.75,1,4.25,0,1,0,0
Ba,Ca,,Mn,Co,,5,206.6101336,-1.471410675,4,140.2,54.938,717.4,1.0414375,5.09625,7.36924045,-0.215506466,-5.356984575,1.514375,634.4125,-47.625,30.375,64.27125,16.6333,-0.0235625,7.1875,1.67095127,0.756219938,0.617050662,2.495,2348.5,1.775,15.8175,2.675,1.42,-1.92352226,2.22,2.76,3143,1.79,7.86,33.667,1.34,-1.92725921,2.23,52,1.61,0.27,0,0,0,0,25.25,1,4.75,0,1,0,0
Ba,Ca,,Mn,Fe,,5,192.7127554,-1.51768646,4,140.2,54.938,717.4,1.0479375,5.032125,7.372398492,-0.227693966,-5.432303026,1.515,634.49375,-50.5,30.1875,63.03375,16.8261875,-0.0253125,7.60625,1.669040853,0.756049887,0.62483048,2.495,2333.5,1.78125,15.7075,1.8375,1.42,-1.92352226,2.22,2.76,3023,1.79,7.87,33.667,1.34,-1.92725921,2.23,52,1.61,0.27,0,0,0,0,25.125,1,4.875,0,1,0,0
Ba,Ca,,Mn,Ni,,5,213.3332277,-1.439660034,4,140.2,54.938,717.4,1.0383125,5.09625,7.368027277,-0.227068966,-5.261105539,1.51375,633.08125,-45.0625,30.5625,63.69,16.6482875,-0.025,7.39375,1.671686327,0.759017105,0.61569782,2.495,2331.25,1.76875,15.956,2.2625,1.42,-1.92352226,2.22,2.76,3005,1.79,7.635,35.17,1.34,-1.92725921,2.23,52,1.61,0.27,0,0,0,0,25.375,1,4.625,0,1,0,0
Ba,Ca,,Ni,Co,,5,330.9399131,-0.906459789,4,140.2,58.6934,736.7,0.99,5.735,7.35901464,-0.18625,-4.124641385,1.5075,646.85,-6.75,33.75,102.275,14.94535,-0.0035,0.4,1.677167361,0.731049709,0.392741076,2.495,3074,1.645,17.614,16.25,1.42,-1.92352226,2.22,2.76,3143,1.67,7.86,35.17,1.34,-1.92725921,2.23,58,1.75,0.27,0,0,0,0,27.5,1,2.5,0,1,0,0
Ba,Ca,,Ni,Co,,5,364.7071013,-0.822637508,4,140.2,58.6934,736.7,0.98375,5.735,7.356588294,-0.209375,-3.932883313,1.50625,644.1875,-1.625,34.125,101.1125,14.975325,-0.006375,0.8125,1.678649089,0.736295947,0.391645637,2.495,3039.5,1.6325,17.891,15.425,1.42,-1.92352226,2.22,2.76,3143,1.67,7.86,35.17,1.34,-1.92725921,2.23,58,1.75,0.27,0,0,0,0,27.75,1,2.25,0,1,0,0
Ba,Ca,,Ni,Co,,5,354.7377519,-0.779144367,4,140.2,58.6934,736.7,0.980625,5.735,7.355375122,-0.2209375,-3.837004277,1.505625,642.85625,0.9375,34.3125,100.53125,14.9903125,-0.0078125,1.01875,1.679390935,0.738947404,0.391100206,2.495,3022.25,1.62625,18.0295,15.0125,1.42,-1.92352226,2.22,2.76,3143,1.67,7.86,35.17,1.34,-1.92725921,2.23,58,1.75,0.27,0,0,0,0,27.875,1,2.125,0,1,0,0
Ba,Cd,,Fe,,,4,278.9846652,-0.909699185,4,140.2,55.847,759.3,1.047,6.997,6.993315363,0.03875,-4.826666301,1.4325,722.3,-1,47.25,68.9,34.5115,-0.1155,-1.225,1.516555661,0.902541815,0.343447783,2.235,3023,1.72,16.18,11.2,1.42,-0.74033904,2.22,2.76,3023,1.72,7.87,30.651,1.31,-1.92352226,1.71,55,1.77,0.3,0,0,0,0,26,1,4,0,1,0,0
Ba,Cd,,Zr,Fe,Hf,6,98.58075515,-2.235525477,4,140.2,91.224,660,1.084,6.82525,7.679693884,-0.14875,-5.02864506,1.554375,677.73125,7.25,42.5,43.7625,13.5799375,-0.0320625,2.6,1.21616878,1.022587805,0.210885086,2.235,4498.75,2.105,13.735625,3.55,1.42,-0.74033904,2.22,2.76,4875,2.16,7.87,30.651,1.31,-1.92352226,1.71,44,1.41,0.3,0,0,0,0,42.25,1,7.5,0,1,0,1
Ba,Cd,,Zr,Fe,,5,151.5536712,-2.164019601,4,140.2,91.224,660,1.084625,6.40025,7.685523585,-0.1559375,-4.940623762,1.555,678.85625,10.375,42.4375,43.74375,19.0340625,-0.0406875,2.66875,1.214126247,1.019166063,0.214204774,2.235,4474.625,2.105,13.51125,3.4125,1.42,-0.74033904,2.22,2.76,4682,2.16,7.87,30.651,1.31,-1.92352226,1.71,44,1.41,0.3,0,0,0,0,38.25,1,7.5,0,1,0,1
Ba,Ce,,Mn,,,4,119.1141677,-1.93635119,4,140.2,54.938,717.4,1.022,6.31,7.370956259,-0.081293103,-6.185305603,1.4925,616.375,-0.5,32,11.36,41.8935,-0.1415,0.8,1.670830109,0.718357959,1.033039046,2.73,2235,1.79,15.64,0.5,1.42,-1.92352226,2.22,2.76,2235,1.79,7.435,33.667,1.24,-4.65518148,2.7,52,1.61,0.37,0,0.5,6.5,0.5,25,1,5,0,1,0,0
Ba,Dy,,Fe,,,4,236.1773154,-1.617726328,4,140.2,55.847,759.3,0.99025,6.972,7.276777374,-0.0075,-5.774011358,1.4775,648.375,11.5,37.5,47.375,47.034,-0.13025,-4.625,1.618559917,0.707822995,0.529613734,2.625,3023,1.72,16.18,11.2,1.42,-1.92352226,2.22,2.76,3023,1.72,7.87,30.651,1.083,-4.45538074,2.49,55,1.77,0.527,0,0.5,2,5,26,1,4,0,1,0,0
Ba,Dy,,Mn,,,4,137.4087125,-1.853918878,4,140.2,54.938,717.4,0.98275,6.755,7.257653742,0.003706897,-6.141551804,1.4775,627.425,-0.5,36,11.185,47.4885,-0.14575,0.725,1.629775493,0.749163647,0.842359152,2.625,2235,1.79,15.64,0.5,1.42,-1.92352226,2.22,2.76,2235,1.79,7.435,33.667,1.083,-4.45538074,2.49,52,1.61,0.527,0,0.5,2,5,25,1,5,0,1,0,0
Ba,Er,,Mn,,,4,150.9998764,-1.850509856,4,140.2,54.938,717.4,0.9775,6.885,7.246362367,0.034956897,-6.132071626,1.4725,631.675,-0.5,37,12.085,48.6785,-0.147,0.75,1.625684118,0.761011988,0.985437335,2.605,2235,1.79,15.64,0.5,1.42,-1.92352226,2.22,2.76,2235,1.79,7.435,33.667,1.062,-4.42187783,2.45,52,1.61,0.548,0,0.5,1,6,25,1,5,0,1,0,0
Ba,Gd,,Co,,,4,130.5973922,-1.453169088,4,140.2,58.9332,758,0.94425,7.3225,7.281148494,0.2425,-5.184680465,1.4775,652.725,34.5,38,57.25,44.1784,-0.1005,-8.05,1.644172131,0.722229551,0.605290651,2.65,3143,1.67,17.06,17.9,1.42,-1.92352226,2.22,2.76,3143,1.67,7.86,33.5,1.107,-4.51068704,2.54,58,1.75,0.503,0,0.5,3.5,3.5,27,1,3,0,1,0,1
Ba,Gd,,Fe,,,4,108.6668547,-1.714409621,4,140.2,55.847,759.3,0.99625,6.8095,7.306412832,0.145,-5.787228073,1.4825,653.375,11.5,36.5,47.35,45.7215,-0.1145,-4.7,1.629224284,0.72099302,0.646509299,2.65,3023,1.72,16.18,11.2,1.42,-1.92352226,2.22,2.76,3023,1.72,7.87,30.651,1.107,-4.51068704,2.54,55,1.77,0.503,0,0.5,3.5,3.5,26,1,4,0,1,0,0
Ba,Gd,,Mn,,,4,105.6931653,-1.838973671,4,140.2,54.938,717.4,0.98875,6.5925,7.2872892,0.156206897,-6.154768518,1.4825,632.425,-0.5,35,11.16,46.176,-0.13,0.65,1.640513757,0.763102871,1.028283426,2.65,2235,1.79,15.64,0.5,1.42,-1.92352226,2.22,2.76,2235,1.79,7.435,33.667,1.107,-4.51068704,2.54,52,1.61,0.503,0,0.5,3.5,3.5,25,1,5,0,1,0,0
Ba,Ho,,Fe,,,4,254.2650505,-1.60510872,4,140.2,55.847,759.3,0.9995,7.0345,7.279104819,0.146666667,-5.767976964,1.475,650.625,11.5,38,48.75,47.641575,-0.13225,-4.625,1.619397452,0.713749506,0.559713877,2.615,3023,1.72,16.18,11.2,1.42,-1.92352226,2.22,2.76,3023,1.72,7.87,30.651,1.12,-4.4347242,2.47,55,1.77,0.49,0,0.5,1.5,5.5,26,1,4,0,1,0,0
Ba,Ho,,Mn,,,4,144.1945715,-1.85219302,4,140.2,54.938,717.4,0.992,6.8175,7.259981187,0.157873563,-6.135517409,1.475,629.675,-0.5,36.5,12.56,48.096075,-0.14775,0.725,1.630618832,0.755436298,0.890233913,2.615,2235,1.79,15.64,0.5,1.42,-1.92352226,2.22,2.76,2235,1.79,7.435,33.667,1.12,-4.4347242,2.47,52,1.61,0.49,0,0.5,1.5,5.5,25,1,5,0,1,0,0
Ba,La,Zn,Mn,,,5,244.5589337,-1.296833575,4,140.2,54.938,717.4,0.96575,6.33875,6.944296636,0.084488147,-5.531634811,1.3925,688.00625,-9.875,42,31.10375,27.80571875,-0.104375,3.7375,1.516232072,0.918054781,0.743077046,2.29625,2235,1.79,15.64,0.5,1.42,-1.1570915,2.22,2.76,2235,1.79,7.435,33.667,0.9,-4.79586452,1.53,52,1.61,0.71,0,0.125,0,0,25,1,5,0,1,0,0
Ba,La,Zn,Co,,,5,259.7211261,-0.920564492,4,140.2,58.9332,758,0.92125,7.06875,6.93815593,0.17078125,-4.561546758,1.3875,708.30625,25.125,45,77.19375,25.80811875,-0.074875,-4.9625,1.519613295,0.868881926,0.437406242,2.29625,3143,1.67,17.06,17.9,1.42,-1.1570915,2.22,2.76,3143,1.67,7.86,33.5,0.9,-4.79586452,1.53,58,1.75,0.71,0,0.125,0,0,27,1,3,0,1,0,1
Ba,La,Zn,Fe,,,5,253.5848549,-1.157166775,4,140.2,55.847,759.3,0.97325,6.55575,6.963420268,0.07328125,-5.164094366,1.3925,708.95625,2.125,43.5,67.29375,27.35121875,-0.088875,-1.6125,1.505797864,0.867394311,0.467192418,2.29625,3023,1.72,16.18,11.2,1.42,-1.1570915,2.22,2.76,3023,1.72,7.87,30.651,0.9,-4.79586452,1.53,55,1.77,0.71,0,0.125,0,0,26,1,4,0,1,0,0
Ba,La,Zn,Ni,,,5,0,-1.221324367,4,140.2,58.6934,736.7,0.89625,7.06875,6.928450547,0.07828125,-3.794514471,1.3825,697.65625,45.625,46.5,72.54375,25.92801875,-0.086375,-3.3125,1.524988178,0.894003665,0.432539735,2.29625,3005,1.62,18.168,14.6,1.42,-1.1570915,2.22,2.76,3005,1.62,7.635,35.17,0.9,-4.79586452,1.53,61,1.75,0.71,0,0.125,0,0,28,1,2,0,1,0,0
Ba,La,,Co,,,4,117.6505299,-1.463276636,4,140.2,58.9332,758,1.0075,6.885,7.376127921,0.240625,-5.252961684,1.3875,639.25,34.5,34.5,57.975,39.592275,-0.112,-7.775,1.67866421,0.686675462,0.722970801,2.75,3143,1.67,17.06,17.9,1.42,-1.92352226,2.22,2.76,3143,1.67,7.86,33.5,1.36,-4.79586452,2.74,58,1.75,0.25,0,0.5,0,0,27,1,3,0,1,0,1
Ba,La,,Cr,,,4,62.16796594,-2.053322947,4,140.2,51.996,652.8,1.0175,6.03,7.43886923,0.133125,-6.465625381,1.3975,586.65,31.5,30,54.825,43.060875,-0.126,-2.775,1.641268394,0.797334559,0.794948454,2.75,2945,1.85,16.5,7.9,1.42,-1.92352226,2.22,2.76,2945,1.85,6.766,30.96,1.36,-4.79586452,2.74,49,1.73,0.25,0,0.5,0,0,24,1,5,0,1,0,0
Ba,La,,Fe,Co,,5,106.616452,-1.678054099,4,140.2,55.847,759.3,1.0465,6.50025,7.395076175,0.1675,-5.704872389,1.39125,639.7375,17.25,33.375,50.55,40.7496,-0.1225,-5.2625,1.667192065,0.68579334,0.759276973,2.75,3053,1.7075,16.4,12.875,1.42,-1.92352226,2.22,2.76,3143,1.72,7.87,33.5,1.36,-4.79586452,2.74,55,1.75,0.25,0,0.5,0,0,26.25,1,3.75,0,1,0,0
Ba,La,,Fe,,,4,3.608107346,-1.824342919,4,140.2,55.847,759.3,1.0595,6.372,7.40139226,0.143125,-5.855509291,1.3925,639.9,11.5,33,48.075,41.135375,-0.126,-4.425,1.663402782,0.685499802,0.772203147,2.75,3023,1.72,16.18,11.2,1.42,-1.92352226,2.22,2.76,3023,1.72,7.87,30.651,1.36,-4.79586452,2.74,55,1.77,0.25,0,0.5,0,0,26,1,4,0,1,0,0
Ba,La,,Ga,,,4,169.7693805,-1.931469354,4,140.2,69.723,578.8,1.0525,5.39,7.920723237,-0.315625,-3.218894763,1.4375,549.65,14,42.5,28.275,34.197375,-0.087,0.275,1.401489509,0.899274361,1.053991252,2.75,2478,1.81,20.51,1.8,1.42,-1.92352226,2.22,2.76,2478,1.81,5.999,30.71,1.36,-4.79586452,2.74,74,1.31,0.25,0,0.5,0,0,31,1,0,5,1,0,0
Ba,La,,Mn,,,4,78.00949578,-1.88783422,4,140.2,54.938,717.4,1.052,6.155,7.382268628,0.154331897,-6.223049736,1.3925,618.95,-0.5,31.5,11.885,41.589875,-0.1415,0.925,1.67492909,0.72553666,1.228201511,2.75,2235,1.79,15.64,0.5,1.42,-1.92352226,2.22,2.76,2235,1.79,7.435,33.667,1.36,-4.79586452,2.74,52,1.61,0.25,0,0.5,0,0,25,1,5,0,1,0,0
Ba,La,,Ni,,,4,210.8089291,-1.115862261,4,140.2,58.6934,736.7,0.9825,6.885,7.366422538,0.148125,-4.485929396,1.3825,628.6,55,36,53.325,39.712175,-0.1235,-6.125,1.684601657,0.706529116,0.714927152,2.75,3005,1.62,18.168,14.6,1.42,-1.92352226,2.22,2.76,3005,1.62,7.635,35.17,1.36,-4.79586452,2.74,61,1.75,0.25,0,0.5,0,0,28,1,2,0,1,0,0
Ba,La,,Sc,,,4,42.29589311,-2.806273091,4,140.2,44.9559,631,1.115,3.93,8.163482985,0.125625,-4.855523656,1.5275,575.75,8.55,11,15.875,46.580925,-0.1855,0.425,1.305408209,0.824881141,0.885449475,2.75,3109,2.09,12.8,1.5,1.42,-1.92352226,2.22,2.76,3109,2.09,6.54,24.76,1.36,-4.79586452,2.74,11,1.27,0.25,0,0.5,0,0,21,1,9,0,1,0,1
Ba,La,,Ti,,,4,13.80460838,-2.789404549,4,140.2,47.88,658,1.045,4.705,7.85188514,0.218125,-5.600380671,1.4675,589.25,9.5,27,18.925,45.118875,-0.163,-0.125,1.431363599,0.791033435,0.634724835,2.75,3560,2,13.58,2.6,1.42,-1.92352226,2.22,2.76,3560,2,6.82,27.491,1.36,-4.79586452,2.74,43,1.52,0.25,0,0.5,0,0,22,1,8,0,1,0,1
Ba,La,,V,,,4,79.64651974,-2.233025421,4,140.2,50.9415,650,1.0325,5.49,7.585724368,0.143125,-6.182397456,1.4175,585.25,24.5,28.5,23.325,43.588125,-0.146,-0.825,1.55992924,0.800769231,0.604175062,2.75,3650,1.92,14.65,4,1.42,-1.92352226,2.22,2.76,3650,1.92,6.74,29.31,1.36,-4.79586452,2.74,46,1.64,0.25,0,0.5,0,0,23,1,7,0,1,0,0
